timestamp,time,phase,pos_x,pos_y,pos_z,target_x,target_y,target_z,vel_cmd_x,vel_cmd_y,vel_cmd_z,distance_to_target
1770897350.5705488,0.0030291080474853516,POSITIONING,1.9812722969800234,0.034256547689437866,0.0069983601570129395,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.378331429795022
1770897350.5890288,0.021509170532226562,POSITIONING,1.9811154156923294,0.03388796001672745,0.006750389933586121,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.378119163111148
1770897350.609299,0.041779279708862305,POSITIONING,1.9809452928602695,0.03351978957653046,0.006508469581604004,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37791548296094
1770897350.6288903,0.0613706111907959,POSITIONING,1.9806724041700363,0.03297465294599533,0.006211593747138977,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.377678206084912
1770897350.6494725,0.08195281028747559,POSITIONING,1.9804833270609379,0.032610442489385605,0.006037279963493347,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37754458919074
1770897350.6688647,0.10134506225585938,POSITIONING,1.9804833270609379,0.032610442489385605,0.006037279963493347,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37754458919074
1770897350.6889622,0.12144255638122559,POSITIONING,1.9802091531455517,0.03208128735423088,0.005794927477836609,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37736105494682
1770897350.7101698,0.14265012741088867,POSITIONING,1.979943284764886,0.03155854344367981,0.005570575594902039,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37719352722081
1770897350.7289214,0.16140174865722656,POSITIONING,1.9797842279076576,0.031203635036945343,0.005419448018074036,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.377076674747375
1770897350.7506058,0.18308615684509277,POSITIONING,1.9796327240765095,0.030864762142300606,0.005275651812553406,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.376965529659078
1770897350.7715456,0.2040259838104248,POSITIONING,1.9794471822679043,0.03036007657647133,0.005003154277801514,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.376734831244526
1770897350.7893925,0.22187280654907227,POSITIONING,1.9793422278016806,0.03003857471048832,0.004822894930839539,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37657869309399
1770897350.8108082,0.24328851699829102,POSITIONING,1.9793422278016806,0.03003857471048832,0.004822894930839539,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37657869309399
1770897350.8302467,0.2627270221710205,POSITIONING,1.9792084358632565,0.029579687863588333,0.0045470744371414185,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.376334483352792
1770897350.8497727,0.2822530269622803,POSITIONING,1.97913708537817,0.029282353818416595,0.004354879260063171,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37615998008836
1770897350.8708587,0.30333900451660156,POSITIONING,1.9790545292198658,0.028847837820649147,0.004068240523338318,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37589497656113
1770897350.8895032,0.32198357582092285,POSITIONING,1.9790636207908392,0.02844536304473877,0.0037766098976135254,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37560679994922
1770897350.9100084,0.34248876571655273,POSITIONING,1.979103209450841,0.028186433017253876,0.003597468137741089,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.375422960635994
1770897350.9286702,0.36115050315856934,POSITIONING,1.9792100600898266,0.02780991792678833,0.0033432841300964355,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.3751519607761
1770897350.9522374,0.3847177028656006,POSITIONING,1.9792100600898266,0.02780991792678833,0.0033432841300964355,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.3751519607761
1770897350.9696448,0.40212512016296387,POSITIONING,1.9792100600898266,0.02780991792678833,0.0033432841300964355,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.3751519607761
1770897350.9897187,0.422199010848999,POSITIONING,1.9793239887803793,0.02757866308093071,0.0031689852476119995,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.374958038387227
1770897351.0088012,0.4412815570831299,POSITIONING,1.9794351235032082,0.027360672131180763,0.0029968172311782837,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.374766785888912
1770897351.0331166,0.46559691429138184,POSITIONING,1.9796914365142584,0.02710174396634102,0.002796873450279236,5.656854249492381,0.0,-18.0,0.0,0.0,0.0,18.37451920797892
